;  [ e-Servicios ]   ;;;;;;;;;;;;;;;;;;
;Búsqueda de centros educativos autorizados por el Mineduc y carreras que pueden impartir.;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
       ;;;;;;;;;;;;;;;;;;;
Importante:;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Para una mejor búsqueda puede seleccionar el departamento y municipio, con base a la ubicación del centro educativo, ingresando el código del establecimiento separado por guiones o el nombre completo o parte de él.;;;;;;;;;;;;;;;;;;;
Un centro educativo puede contar con uno o más códigos de acuerdo con los servicios educativos autorizados (nivel, plan o jornada).;;;;;;;;;;;;;;;;;;;
Las carreras pueden visualizarse únicamente en los códigos de centros educativos que tienen autorizado el Nivel de Educación Media, Ciclo de Educación Diversificada.;;;;;;;;;;;;;;;;;;;
Para visualizar las carreras autorizadas a un centro educativo seleccione el Nivel Escolar: Diversificado.;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Departamento;Municipio;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Nivel Escolar ;;;;;;;;;;;;;;;;;;;
Sector;;;;;;;;;;;;;;;;;;;
Plan;Modalidad;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Código (##-##-####-##);;;;;;;;;;;;;;;;;;;
Nombre;;;;;;;;;;;;;;;;;;;
Dirección;;;;;;;;;;;;;;;;;;;
  ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
CODIGO;;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL;;
08-01-0106-46;;08-01-0395;TOTONICAPAN;TOTONICAPAN;ESCUELA NORMAL NACIONAL RURAL DE OCCIDENTE GUILLERMO OVANDO ARRIOLA;ZONA 5 PARAJE PARRAMON;77661038;MIGUEL AJPOP VASQUEZ;OTTO GILBERTO AMADO TELLO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);TOTONICAPÁN;;
08-01-0107-46;;08-01-0395;TOTONICAPAN;TOTONICAPAN;"COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""";3A. CALLE 12-08, ZONA 2;77661920;MIGUEL AJPOP VASQUEZ;JOSÉ LUIS IXCAQUIC AGUILAR;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);TOTONICAPÁN;;
08-01-0201-46;;08-023;TOTONICAPAN;TOTONICAPAN;INSTITUTO NACIONAL DE EDUCACION CICLO DIVERSIFICADO;PARAJE XECOXOM I, ALDEA PAXTOCA;45293003;---------------------------- ----------------------------------;BENJAMÍN RAFAEL TZUNÚN CUÁ;DIVERSIFICADO;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);TOTONICAPÁN;;
08-01-0203-46;;08-01-0396;TOTONICAPAN;TOTONICAPAN;"COLEGIO PRIVADO MIXTO ""LA FAMILIA""";1A. AVENIDA, CALLE A-38 ZONA 1;52165976;JOSÉ MANUEL CASTRO GUTIÉRREZ;JUAN GILBERTO TZIC TZIC;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);TOTONICAPÁN;;
